decade,id,title,artist,lyrics
1970,2425253,그 얼굴에 햇살을,이용복,눈을감으면 저 멀리서 다가오는 다정한 그림자옛 얘기도 잊었다 하자 약속의 말씀도 잊었다 하자 그러나 눈 감으면 잊지 못한 그사람을 저 멀리 저 멀리서 무지개 타고 오네그러나 눈 감으면 잊지 못한 그 사람을 멀리 저 멀리서 무지개 타고 오네 그러나 눈 감으면 잊지 못할 그 사람을 저 멀리 저 멀리서 무지개 타고 오네
1970,1767912,그건 너,이장희,<제1절> 모두들 잠드는 고요한 이밤에 어이해 나홀로 잠못이루나 넘기는 책속에 수많은 글들이 어이해 한자도 뵈이질 않나  그건너 그건너 바로너 때문이냐 그건너 그건너 바로너 때문이냐  <2절> 언제는 비가오는 종로거리를 우산도 않받고 혼자걸었네 우연히 마주친 동창생 녀석이 너미쳤니 하면서 껄걸웃더군  그건너 그건너 바로너 때문이냐 그건너 그건너 바로너 때문이냐 그건너 그건너 바로너 때문이냐  <3절> 전화를 걸려고 동전바꿨네 종일토록 번호판과 씨름 했었네 그러다가 당신이 받으면 끊었네 왠일인지 바보처럼 울고말았네  그건너 그건너 바로너 때문이냐 그건너 그건너 바로너 때문이냐  그건너 그건너 바로너 때문이냐 그건너 그건너 바로너 때문이냐  그건너 그건너 그건너
1970,1105105,그대로 그렇게,Fevers,내 사랑하는그대여 정말 가려나내 가슴 속에외로움 남겨둔채로내 사랑하는그대여 정말 가려나내 가슴 속에서글픔 남겨둔채로떨어지는 저꽃잎은 봄이면 피지만내 사랑 그대떠나면 언제 오려나날아가는 저철새도 봄이면 오지만내 사랑 그대떠나면 언제 오려나그대로 그렇게떠나간다면난 정말 어찌 하라고그대로 그렇게떠나간다면난 정말 울어 버릴껄오 그대여 한마디만 해주고 떠나요지금까지 나를 정말 사랑 했다고오 그대여 이한마디 잊지말아요나는 오직 그대만을 사랑 한다는걸그대로 그렇게 떠나 간다면난 정말 어찌 하라고그대로 그렇게 떠나 간다면난 정말 울어버릴껄오 그대여 한마디만 해주고 떠나요지금까지 나를 정말 사랑 했다고오 그대여 이한마디 잊지말아요나는 오직 그대만을사랑 한다는걸오 그대여 한마디만 해주고 떠나요지금까지 나를 정말 사랑 했다고오 그대여 이한마디 잊지 말아요나는 오직 그대만을사랑 한다는걸오 그대여한마디만 해주고 떠나요지금까지 나를 정말 사랑 했다고오 그대여이 한마디 잊지 말아요나는 오직 그대 그대만을사랑 한다는걸오 그대여한마디만 해주고 떠나요지금까지 나를 정말 사랑 했다고
1970,1074345,그때 그사람,심수봉,비가 오면 생각 나는 그 사람언제나 말이 없던 그 사람사랑의 괴로움을 몰래 감추고떠난 사람 못 잊어서 울던 그 사람그 어느날 차안에서 내게 물었지세상에서 제일 슬픈게 뭐냐고사랑보다 더 슬픈건 정이라며고개를 떨구던 그때 그 사람외로운 병실에서 기타를 쳐주고위로하며 다정했던 사랑한 사람안녕이란 단 한마디 말도 없이지금은 어디에서 행복할까어쩌다 한번쯤은 생각 해줄까지금도 보고 싶은 그때 그 사람외로운 내 가슴에 살며시 다가와서언제라도 감싸주던 다정했던 사람그러니까 미워하면 안되겠지다시는 생각해서도 안되겠지철없이 사랑인줄 알았었네이제는 잊어야 할 그때 그 사람이제는 잊어야 할 그때 그 사람
1970,5684137,그리운 사람끼리,Toi Et Moi,그리운 사람끼리 두손을 잡고마주보고 웃음지며 함께 가는길두손엔 풍선을 들고 두눈엔 사랑가슴엔 하나가득 그리움이래그리운 사람끼리 두눈을 감고도란도란 속삭이며 걸어가는길가슴에 여울지는 푸르른 사랑기쁨엔 하나가득 그리움이래음
1970,1767914,그애와 나랑은,이장희,그애와 나랑은 비밀이 있었네그애와 나랑은 남몰래 만났네그애와 나랑은 서로가 좋았네그애와 나랑은 사랑을 했다네하지만 지금은 그애는 없다네그애를 만나면 한없이 즐거웠네그애가 웃으면 덩달아 웃었네그애가 슬프면 둘이서 울었네그애와 나랑은 사랑을 했다네하지만 지금은 그애는 없다네그애의 이름은 말할 수 없다네
1970,36641985,그쟈?,최백호,가사 없음
1970,47283,긴머리 소녀,둘 다섯,빗소리 들리면떠오르는 모습달처럼 탐스런하이얀 얼굴우연히 만났다말없이 가버린긴머리 소녀야눈먼 아이처럼귀먼 아이처럼조심 조심징검다리 건너던개울건너 작은 집의긴머리 소녀야눈감고 두손모아널 위해 기도하리라눈먼 아이처럼귀먼 아이처럼조심 조심징검다리 건너던개울건너 작은 집의긴머리 소녀야눈감고 두손모아널 위해 기도하리라널 위해 기도하리라
1970,989477,길가에 앉아서,김세환,가방을 둘러멘그 어깨가 아름다워옆 모습 보면서정신없이 걷는데활짝 핀 웃음이내 발걸음 가벼웁게온 종일 걸어다녀도즐겁기만 하네길가에 앉아서얼굴 마주보며지나가는 사람들우릴 쳐다보네랄 라라 랄라라랄랄 라라라라라랄라라랄 라랄라랄라라라라랄라가방을 흔드는그 손이 아름다워뒷 모습 보면서정신없이 걷는데늘어진 가로수내 발걸음 가벼웁게온 종일 걸어 다녀도즐겁기만 하네길가에 앉아서얼굴 마주보며지나가는 사람들우릴 쳐다보네랄라라 랄랄라랄라 라라라랄라랄라라랄 라랄라랄라 라라라랄라길가에 앉아서얼굴 마주보며지나가는 사람들우릴 쳐다보네랄라라 랄랄라랄라 라라라랄라랄라라랄 라랄라랄라 라라라랄라랄라라 랄랄라랄라 라라라랄라랄라라랄 라랄라랄라 라라라랄라랄라라 랄랄라랄라 라라라랄라
1970,1632356,꽃동네 새동네,정훈희,뜰 아래 반짝이는 햇살같이~ 창 가에 속삭이는 별빛같이~ 반짝이는 마음들이 모여삽니다~ 오손도손 속삭이며 살아갑니다~ 비바람이 불어도 꽃이 피듯이~ 어려움속에서도 꿈은 있지요~ 웃음이 피어나는 꽃동네 새동네~ 행복이 번져가는 꽃동네 새동네~  뜰 아래 반짝이는 햇살같이~ 창 가에 속삭이는 별빛같이~ 반짝이는 마음들이 모여삽니다~ 오손도손 속삭이며 살아갑니다~ 비바람이 불어도 꽃이 피듯이~ 어려움속에서도 꿈은 있지요~ 웃음이 피어나는 꽃동네 새동네~ 행복이 번져가는 꽃동네 새동네~
1970,65440,꽃반지 끼고,은희,생각난다그 오솔길그대가 만들어준 꽃반지끼고다정히 손잡고거닐던 오솔길이이제는이제는가 버린가 버린아름다운 추억생각난다 그 바닷가그대와 둘이서쌓던 모래성파도가 밀리던그 바닷가도이제는이제는가 버린가 버린아름다운 추억정녕 떠나 버린 당신이지만그래도 잊을 수 없어요여기 당신이 준 꽃반지를 끼고당신을 생각하며오솔길 걷습니다그대가 만들어준이 꽃반지외로운 밤이면품에 안고서그대를 그리네옛일이 생각나그대는그대는머나먼머나먼하늘에 저 별저 별
1970,91387,꽃순이를 아시나요,김국환,꽃순이를 아시나요꽃처럼 어여뿐 꽃순이나에눈에 이슬남기고내곁을 떠나간 꽃순이아 어딜가면 찾을까요첫사랑 꽃순이내사랑 꽃순이꽃피는 봄이 돌아오며는내곁에 오려나 꽃순이아 어딜가면 찾을까요첫사랑 꽃순이내사랑 꽃순이꽃피는 봄이 돌아오며는내곁에 오려나 꽃순이
1970,48212,끝이 없는 길,박인희,길 가의 가로수 옷을 벗으면떨어지는 잎새 위에어리는 얼굴그 모습 보려고 가까이 가면나를 두고 저만큼 또 멀어지네아 이 길은 끝이 없는길계절이 다가도록 걸어 가는길잊혀진 얼굴이 되살아 나는저만큼의 거리는 얼마 쯤일까바람이 불어와 볼에 스치면다시 한번 그 시절로가고 싶어라아 이 길은 끝이 없는길계절이 다가도록 걸어 가는길걸어 가는길 음
1970,1767911,나 그대에게 모두 드리리,이장희,나 그대에게드릴 말 있네오늘 밤 문득드릴 말 있네나 그대에게모두 드리리터질 것 같은이 내 사랑을그댈 위해서라면나는못할게 없네별을 따다가그대 두손에가득 드리리나 그대에게드릴게 있네오늘밤 문득드릴게 있네그댈 위해서라면나는못 할게 없네별을 따다가그대 두손에가득 드리리나 그대에게모두 드리리터질 것 같은이 내 사랑을
1970,1573619,나비소녀,김세화,옛날 옛날 한 옛날에 예쁜소녀 하나가꽃바구니 옆에 끼고 나물캐러 가다가꽃잎 속에 숨어 있는 나비한테 반해서나물 담을 바구니에 예쁜 나비가 가득호랑나비 한마리는 가슴에다 붙이고머리위에도 어깨 위에도노랑나비 붙일래 나비야 날아라내 마음도 함께 날아라나는야 아름다운 사랑의 나비소녀옛날옛날 한 옛날에 예쁜소녀 하나가꽃바구니 옆에 끼고 나물 캐러 가다가꽃잎 속에 숨어 있는 나비한테 반해서나물 담을 바구니에 예쁜 나비가 가득캐고 싶은 나물들아 한뿌리도 못캤지만나비가 좋아 나비가 좋아노랑나비 붙일래 나비야 날아라내 마음도 함께 날아라나는야 아름다운 행복의 나비소녀나는야 아름다운 행복의 나비소녀
1970,2467839,나의 20년,장계현,동녘에 해뜰때 어머님 날 나시고귀엽던 아가야 내인생 시작됐네열 두살 시절엔 꿈있어 좋았네샛별의 눈동자로 별을 헤던시절커피를 알았고 낭만을 잡았던스무살 시절에 나는 사랑했네너밖에 몰랐고 너만을 그리며마음과 마음이 주고받던 밀어그러나 둘이는 마음이 변해서서로가 냉정하게 토라져버렸네새파란 하늘처럼 그렇게 살리라앞날을 생각하며 인생을 생각하리커피를 알았고 낭만을 잡았던스무살시절에 나는 사랑했네너밖에 몰랐고 너만을 그리며마음과 마음이 주고받던 밀어그러나 둘이는 마음이 변해서서로가 냉정하게 토라져 버렸네새파란 하늘처럼 그렇게 살리라앞날을 생각하며 인생을 생각하리
1970,66149,내 마음에 주단을 깔고,산울림 (Sanullim),내 마음에 주단을 깔고그대 길목에 서서예쁜 촛불로 그댈 맞으리향그러운 꽃길로 가면나는 나비가 되어그대 마음에 날아가 앉으리아 한마디 말이 노래가 되고시가 되고내 마음에 주단을 깔고그대 위해 노래 부르리그대는 아는가 이 마음주단을 깔아논 내 마음사뿐히 밟으며 와주오그대는 아는가 이 마음내 마음에 주단을 깔고그대 길목에 서서예쁜 촛불로 그댈 맞으리향그러운 꽃길로 가면나는 나비가 되어그대 마음에 날아가 앉으리아 한마디 말이 노래가 되고시가 되고내 마음에 주단을 깔고그대 위해 노래 부르리그대는 아는가 이 마음주단을 깔아논 내 마음사뿐히 밟으며 와주오그대는 아는가 이 마음
1970,1713590,내곁에 있어주,이수미,나는 네가 좋아서 순한 양이 되었지풀밭 같은 너의 가슴에내 마음은 뛰어 놀았지내 곁에 있어 주 내 곁에 있어 주할 말은 모두 이것뿐이야내 곁에 있어 주 내 곁에 있어 주내 너를 위하여 웃음을 보이잖니손목을 잡으며 슬픔을 감추며내 곁에 있어 주나는 네가 좋아서 순한 양이 되었지풀밭 같은 너의 가슴에내 마음은 뛰어 놀았지내 곁에 있어 주 내 곁에 있어 주할 말은 모두 이것뿐이야내 곁에 있어 주 내 곁에 있어 주내 너를 위하여 웃음을 보이잖니손목을 잡으며 슬픔을 감추며내 곁에 있어 주
1970,1003543,내마음 갈 곳을 잃어,최백호,가을엔... 가을엔 떠나지 말아요 낙엽지면 설움이 더해요 차라리 하얀 겨울에 떠나요 눈길을 걸으며 눈길을 걸으며 옛일을 잊으리라  거리엔 어둠이 내리고 안개속엔 가로등하나 비라도 눈이 내려버리면 내마음 갈 곳을 잃어  가을엔... 가을엔 떠나지 말아요 차라리 하아얀 겨울에 떠나요  거리엔 어둠이 내리고 안개속엔 가로등하나 비라도 눈이 내려버리면 내마음 갈곳을 잃어  가을엔.. 가을엔 떠나지 말아요 차라리 하아얀 겨울에 떠나요 하아얀 겨울에...떠나요...
1970,53177,너,이종용,낙엽지는 그 숲속에파란 바닷가에떨리는 손 잡아주던 너별빛 같은 눈망울로영원을 약속하며나를 위해 기도하던 너웃음 지으며 눈감은 너내 곁을 떠난 뒤외로운 집시처럼밤을 태워버린 숱한 나날들오늘도 추억속에 맴돌다지쳐버린 창백한 나의 넋바람에 실려가고빗소리에 몰리는잊어버린 너의 목소리부서지는 머리결을은빛처럼 날리우고되돌아선 너의 옛모습웃음 지으며 눈감은 너내 곁을 떠난 뒤외로운 집시처럼밤을 태워버린 숱한 나날들오늘도 추억속에 맴돌다지쳐버린 창백한 나의 넋창백한 나의 넋
1970,1008359,너무합니다,김수희,마지막 한마디 그 말은나를 사랑한다고돌아올 당신은 아니지만진실을 말해줘요떠날 땐 말없이 떠나가세요날 울리지 말아요너무합니다 너무합니다당신은 너무합니다조용히 두 눈을 감고서당신을 그려봅니다너무나 많았던추억들을 잊을 수가 없어요떠나간 당신은 야속하지만후회하지 않아요너무합니다 너무합니다당신은 너무합니다
1970,1124711,녹슬은 기찻길,나훈아,휴전선 달빛아래녹슬은 기찻길어이해서 피빛인가말 좀 하렴아전해다오 전해다오고향잃은 서러움을녹슬은 기찻길아어버이 정 그리워우는 이 마음대동강 한강물은서해에서 만나남과 북의 이야기를주고 받는데전해다오 전해다오고향잃은 서러움을녹슬은 기찻길아너처럼 내 마음도울고 있단다
1970,3607234,누구라도 그러하듯이,배인숙,누구라도 그러하듯이길을 걸으면 생각이 난다마주보며 속삭이던지난날의 얼굴들이꽃잎처럼 펼쳐져 간다소중했던 많은 날들을빗물처럼 흘려보내고밀려오는 그리움에나는 이제 돌아다본다가득찬 눈물 너머로아아아아아아아아아아아아아누구라도 그러하듯이거울을 보면 생각이 난다어린 시절 오고가던골목길의 추억들이동그랗게 맴돌아간다가슴속에 하얀 꿈들은어느 하루 잃어버리고솟아나는 아쉬움에나는 이제 돌아다본다가득찬 눈물 너머로아아아아아아아아아아아아아누구라도 그러하듯이눈을 감으면 생각이 난다헤어지던 아픔보다처음 만난 순간들이잔잔하게 물결이 된다눈이 내린 그 겨울날첫사랑을 묻어버리고젖어드는 외로움에나는 이제 돌아다본다넘치는 눈물 너머로아아아아아아아아아아아아아누구라도 그러하듯이창가에 앉아 하늘을 본다떠다니는 구름처럼날아가는 새들처럼내 마음도 부풀어가네어디선가 나를 부르는아름다운 사랑의 노래지평선을 바라보며나는 이제 떠나련다저 푸른 하늘 너머우우우우우우우우우우우우우
1970,1009254,눈이 큰 아이,버들피리,내 마음에 슬픔어린추억 있었지청바지를 즐겨 입던눈이 큰 아이이슬비 오는 밤길에는우산을 들~고말~ 없이 따라오던눈이 큰 아이내 마음에 슬픔 어린추억 있었지지~금은 어딨을까눈이 큰 아이내 마음에 슬픔어린추억 있었지청바지를 즐겨입던눈이 큰 아이눈~ 내리는 밤길에는두 손을 잡~고말~없이 걷자하던눈이 큰 아이내 마음에 슬픔어린추억 있었지지~금은 생각나는눈이 큰 아이눈이 큰 아이눈이 큰 아이
1970,47978,님은 먼 곳에,김추자,사랑한다고 말할걸 그랬지님이아니면 못산다 할 것을사랑한다고 말 할걸 그랬지망설이다가 가버린 사람마음주고 눈물 주고 꿈도 주고멀어져 갔네님은 먼 곳에영원히 먼곳에 망설이다가님은 먼 곳에사랑한다고 말할걸 그랬지망설이다가 가버린 사람마음주고 눈물주고 꿈도 주고멀어져 갔네님은 먼 곳에영원히 먼곳에 망설이다가님은 먼 곳에
1970,1574110,당신은 모르실거야,혜은이,당신은 모르실거야얼마나 사랑했는지세월이 흘러가면은그때서 뉘우칠꺼야마음이 서글플 때나초라해 보일때에는이름을 불러주세요나 거기 서 있을께요두 눈에 넘쳐 흐르는뜨거운 나의 눈물로당신의 아픈 마음을깨끗이 씻어 드릴께당신은 모르실거야얼마나 사모했는지뒤돌아 봐 주세요당신의 사랑은 나요두 눈에 넘쳐 흐르는뜨거운 나의 눈물로당신의 아픈 마음을깨끗이 씻어 드릴께당신은 모르실거야얼마나 사모했는지뒤돌아 봐 주세요당신의 사랑은 나요당신의 사랑은 나요
1970,3006962,Unknown,검은 나비,가사 없음
1970,47114,돌아와요 부산항에,조용필,꽃피는 동백섬에 봄이 왔건만 형제 떠난 부산항에 갈매기만 슬피 우네 오륙도 돌아가는 연락선 마다 목메어 불러봐도 대답 없는 내 형제여 돌아와요 부산항에 그리운 내 형제여  가고파 목이 메어 부르~던 이~거리는 그리워서 헤매이던 긴긴날의 꿈이었지 언제나 말이 없는~~~ 저 물결들도 부딪쳐 슬퍼하며 가는 길을 막았었지 돌아왔다 부산항에 그리운 내 형제여
1970,1003617,두개의 작은 별,윤형주,저 별은 나의 별저 별은 너의 별별 빛에 물 들은밤 같이 까만 눈동자저 별은 나의 별저 별은 너의 별아침 이슬 내릴 때까지별이 지면 꿈도 지고슬픔만 남아요창 가에 지는별 들의 미소잊을 수가 없어요저 별은 나의 별저 별은 너의 별별 빛에 물 들은밤 같이 까만 눈동자저 별은 나의 별저 별은 너의 별아침 이슬 내릴 때까지라라라랄랄라 라라라랄랄라라라라랄 라라 랄라라지난 겨울 눈 내리던창 가에 앉아서단 둘이 나눈영원한 약속잊을 수가 없어요저 별은 나의 별저 별은 너의 별별 빛에 물 들은밤 같이 까만 눈동자저 별은 나의 별저 별은 너의 별아침 이슬 내릴 때까지라라라랄랄라 라라라랄랄라라라라랄랄라 라라라 라랄라랄라라라라랄랄라 라라라랄랄라라라라랄라라 랄랄라
1970,2520607,라라라,윤형주,조개 껍질 묶어그녀의 목에 걸고물가에 마주 앉아밤새 속삭이네저 멀리 달 그림자시원한 파도소리여름밤은 깊어만 가고잠은 오질않네라라 라라라라라라라 라라라라라라라라라 라라라라라라 라라라라아침이 늦어져서모두들 배고파도함께 웃어가며식사를 기다리네반찬은 한 두가지집생각 나지마는시큼한 김치만있어주어도내게는진수성찬라라 라라라라라라라 라라라라라라라라 라라라라라라라 라라라라밥이 새까맣게타버려 못먹어도모기가 밤새 물어도~모두들 웃는 얼굴암만 생각해도집에는 가얄텐데바다가 좋고그녀가 있는데어쩔수가없네라라 라라라라라라라 라라라라라라라라 라라라라라라라 라라라라라라 라라라라라라라 라라라라라라라라 라라라라라라라 라라라라
1970,2215163,마음약해서,들고양이들,마음약해서 잡지 못했네 돌아서던 그사람 혼자 남으니 쓸쓸하네요 내 마음 허전하네요 생각하면 그얼마나 정다웠던가 나혼자서 길을가면 눈앞을 가려 뜨거운 눈물이 흘러내리네 마음약해서 마음약해서 나는 너를 잡지 못했네 생각하면 그얼마나 행복했던가 나혼자서 길을가면 눈앞을 가려 뜨거운 눈물이 흘러내리네 마음약해서 마음약해서 가는 너를 잡지 못했네 마음약해서 잡지 못했네 돌아서던 그사람 혼자 남으니 쓸쓸하네요 내 마음 허전하네요 생각하면 그얼마나 정다웠던가 나혼자서 길을가면 눈앞을 가려 뜨거운 눈물이 흘러내리네 마음약해서 마음약해서 나는 너를 잡지 못했네 나는 너를 잡지 못했네
1970,51320,맨처음 고백,송창식,말을 해도 좋을까사랑하고 있다고마음 한 번 먹는데하루 이틀 사흘돌아서서 말할까마주서서 말할까이런 저런 생각에일주일 이주일맨 처음 고백은몹시도 힘이 들어라땀만 흘리며 우물쭈물바보 같으니화를 내면 어쩌나토라지면 어쩌나눈치만 살피다가한달 두달 석달맨 처음 고백은몹시도 힘이들어라땀만 흘리며 우물쭈물바보 같으니내일 다시 만나면속 시원히 말해야지눈치만 살피다가일년 이년 삼년눈치만 살피다가지내는 한 평생에 에
1970,1573393,머나먼 고향,나훈아,머나먼 남쪽 하늘 아래그리운 고향사랑하는 부모 형제이 몸을 기다려천리타향 낯선거리헤매는 발길한잔 술에 설움을타서 마셔도마음은 고향 하늘을달려 갑니다천리타향 낯선거리헤매는 발길한잔 술에 설움을타서 마셔도마음은 고향 하늘을달려 갑니다
1970,1125814,먼데서 오신 손님,조미미,오랜~만에오셨습니다오랜~만에~만났습니다이렇게~ 애타도록기다리던 님인~데꿈속에서~그~린 님~인~데어이하라고 어이하라고나는 나는 어이하라고대답해 주~~세요말좀하~세~요무어라고~ 말하~리까~무어라고 말하~리까먼~데서~오신~손~님오랜~만에오셨습니다오랜~만에~만났습니다그렇게~ 애타도록기다리던 님인~데마음속에~그~린 님~인~데어이하라고 어이하라고이제와서 어이하라고대답해 주~~세요말좀하~세~요무어라고~ 부르~리까~무어라고 부르~리까먼~데서~오신~손~님
1970,48204,모닥불,박인희,모닥불 피워놓고 마주 앉아서우리들의 이야기는끝이 없어라인생은 연기속에 재를 남기고말없이 사라지는모닥불 같은것타다가 꺼지는 그 순간까지우리들의 이야기는끝이 없어라타다가 꺼지는 그 순간까지우리들의 이야기는끝이 없어라
1970,2521468,모든 것 끝난 뒤,이수만,하늘의 한 점의 구름이 떠가고철둑길 건너 산을넘는 그 길에먼 기적소리만 홀로 외로워도나는 이자리를 떠나질 않으리누구를 기다리나 무엇을 바라는가누구를 기다리나 무엇을 바라는가모든것 끝난뒤
1970,989478,목장길 따라,김세환,목장길따라 밤길 거닐어고운님 함께집에 오는데목장길따라 밤길 거닐어고운님 함께집에 오는데스타도라 스타도라스타도라 품파스타도라 품파스타도라 품파스타도라 스타도라스타도라 품파스타도라 품파 품품품숲 근처 올때 두견새 울어내 사랑 고백하기 좋았네숲 근처 올때 두견새 울어내 사랑 고백하기 좋았네스타도라 스타도라스타도라 품파스타도라 품파스타도라 품파스타도라 스타도라스타도라 품파스타도라 품바 품품품무수한 별이 반짝였으나내 님의 사랑 더욱 더 빛나무수한 별이 반짝였으나내 님의 사랑 더욱 더 빛나스타도라 스타도라스타도라 품파스타도라 품파스타도라 품파스타도라 스타도라스타도라 품파스타도라 품파 품품품
1970,2531474,목화밭,하사와 병장,우리 처음 만난곳도 목화밭이라네우리 처음 사랑한 곳도 목화밭이라네밤하늘에 별을 보며 사랑을 약속하던 곳그 옛날 목화밭 목화밭우리들이 헤어진 곳도 목화밭이라네기약도 없이 헤어진 곳도 목화밭이라네서로 멀리 헤어져도 서로가 잊지 못한곳조그만 목화밭 목화밭목화밭 목화밭 목화밭 목화밭잠시라도 정말 잊지 못한곳목화밭 목화밭 목화밭 목화밭그옛날 목화밭 목화밭나 이제사 찾아온곳도 목화밭이라네그리워서 찾아온 곳도 목화밭이라네그 소녀는 어디가고 나만 혼자 외로운그 옛날 목화밭 목화밭목화밭 목화밭 목화밭 목화밭잠시라도 정말 잊지 못한곳목화밭 목화밭 목화밭 목화밭그옛날 목화밭 목화밭
1970,1124649,물레방아도는데,나훈아,돌담길 돌아서며 또 한번 보고징검다리 건너갈 때뒤돌아 보며서울로 떠나간 사람천리타향 멀리 가더니새봄이 오기 전에 잊어버렸나고향의 물레방아오늘도 돌아가는데두 손을 마주잡고 아쉬워하며골목길을 돌아설 때손을 흔들며서울로 떠나간 사람천리타향 멀리 가더니가을이 다가도록 소식도 없네고향의 물레방아오늘도 돌아가는데
